,Place
conf/icws/2008,None
conf/europar/2009,None
conf/haptics/2007,None
conf/birthday/2009mehlhorn,None
conf/dls/2015,None
conf/cmcs/2008,None
conf/mig/2013,None
conf/sc/2013pmbs,None
conf/icse/2015mise,None
conf/mm/2004srmc,None
conf/birthday/2009borger,None
conf/hvei/2007,None
conf/esec/1993,None
conf/mfcs/2007,None
conf/isola/2016-1,None
conf/vissym/2001,None
conf/wosp/2010,None
conf/pepm/2013,None
conf/mig/2011,None
conf/infovis/1996,None
conf/lpar/2015,None
conf/wirn/2002,None
conf/ecsqaru/1995,None
conf/opodis/2012,None
conf/dais/2008,None
conf/rissef/2002,None
conf/miccai/2014-2,None
conf/sac/2005,None
conf/3dim/2007,None
conf/europki/2007,None
conf/mfcs/2009,None
conf/pvm/2010,None
conf/softvis/2010,None
conf/nossdav/1995,None
conf/percom/2009,None
conf/ozchi/2010,None
conf/icdm/2010w,None
conf/dlt/2004,None
conf/aaecc/1991,None
conf/ctcs/1995,None
conf/ciel/2014,None
conf/accv/2012-w1,None
conf/ima/1995,None
conf/nmelp/1994,None
conf/ics/2014ross,None
conf/icmi/2014maptraits,None
conf/icmi/2013smi,None
conf/cpaior/2015,None
conf/dalt/2009,None
conf/kdid/2004,None
conf/vr/1997,None
conf/alt/2000,None
conf/issep/2011,None
conf/cmcs/2004,None
conf/icse/2013live,None
conf/aose/2009,None
conf/tqc/2008,None
conf/ifl/2007,None
conf/ants/1996,None
conf/agtive/2007,None
conf/icse/2015releng,None
conf/popl/2010damp,None
conf/icse/2009wosq,None
conf/coco/1995,None
conf/uic/2010,None
conf/escape/2007,None
conf/fgr/2006,None
conf/rtas/2007,None
conf/cbse/2006,None
conf/csmr/2009,None
conf/wollic/2007,None
conf/ruleml/2012,None
conf/wg/1990,None
conf/chi/2008a,None
conf/vbc/1992,None
conf/ifl/1997,None
conf/cost/2007p,None
conf/w2gis/2007,None
conf/ht/2009,None
conf/xpu/2002,None
conf/antsw/2010,None
conf/tark/2009,None
conf/promas/2012,None
conf/ccs/2014ccsw,None
conf/walcom/2010,None
conf/forte/2003,None
conf/robocup/2004,None
conf/wafr/2012,None
conf/haptics/2009,None
conf/webi/2006,None
conf/ca/2003,None
conf/cmsb/2014,None
conf/icws/2012,None
conf/mm/2009mifor,None
conf/dna/2016,None
conf/isca/2016hasp,None
conf/icse/2009chase,None
conf/mm/2010mifor,None
conf/deon/2010,None
conf/mm/2010mpva,None
conf/icvs/2011,None
conf/rest/2010,None
conf/debs/2015,None
conf/cocoa/2007,None
conf/sigmetrics/1991,None
conf/euroisi/2008,None
conf/ant/2015,None
conf/bncod/2005,None
conf/dagstuhl/2006nego,None
conf/ifip6-6/2007,None
conf/cans/2010,None
conf/cbse/2008,None
conf/miccai/2010mlmi,None
conf/issac/1989,None
conf/safecomp/2014,None
conf/beliv/2014,None
conf/caise/91,None
conf/iser/2010,None
conf/socrob/2015,None
conf/ismm/2011,None
conf/haptics/2011,None
conf/icchp/2010-2,None
conf/aime/2007k,None
conf/adg/2004,None
conf/vizsec/2014,None
conf/codaspy/2016iwspa,None
conf/locweb/2009,None
conf/ccs/2016cpsspc,None
conf/cca/2000,None
conf/ecrts/2005,None
conf/tppp/1994,None
conf/dais/2007,None
conf/scalespace/2013,None
conf/spire/2012,None
conf/rweb/2010,None
conf/foiks/2006,None
conf/dsvis/1995,None
conf/ausai/1999,None
conf/foal/2011,None
conf/re/2010reruntime,None
conf/ispd/2015,None
conf/icde/93,None
conf/sofsem/2008,None
conf/micro/2017,None
conf/www/2015c,None
conf/cig/2011,None
conf/fplay/2010,None
conf/micro/2003,None
conf/avi/1998,None
conf/grec/1999,None
conf/indiaSE/2008,None
conf/ipps/2015,None
conf/stacs/1994,None
conf/miccai/2014mcv,None
conf/sasp/2008,None
conf/tlca/2011,None
conf/cases/2005,None
conf/dasc/2006,None
conf/csmr/2007,None
conf/isaac/2001,None
conf/waoa/2006,None
conf/profes/2011,None
conf/promas/2011,None
conf/rfidsec/2014,None
conf/clima/2004,None
conf/ifl/2009,None
conf/ivs/2010,None
conf/birthday/2004richter,None
conf/islped/2000,None
conf/issac/2009,None
conf/ercimdl/2000,None
conf/esws/2017-1,None
conf/ih/2017,None
conf/robocup/2002,None
conf/cidu/2012,None
conf/sirocco/2014,None
conf/eclipse/2005,None
conf/ph/2009,None
conf/sac/2006,None
conf/brain/2010,None
conf/agere/2016,None
conf/automotiveUI/2011,None
conf/calco/2005,None
conf/lopstr/2007,None
conf/iticse/2016wgr,None
conf/vnc/2009,None
conf/dimacs/dimacs47,None
conf/cisc/2010,None
conf/aaecc/1993,None
conf/acl/2017-d,None
conf/s-bpm-one/2010,None
journals/corr/KaliszykP15,None
conf/gis/2012mobigis,None
conf/dils/2007,None
conf/icnp/2011,None
conf/rtns/2012,None
conf/ac/1987acai,None
conf/ht/2013msm,None
conf/foiks/2014,None
conf/ccgrid/2008,None
conf/lfcs/2013,None
conf/iwmm/1992,None
conf/lpnmr/1995,None
conf/gd/2013,None
conf/ismm/2013,None
conf/itee/2009,None
conf/cikm/2016,None
conf/miccai/2013-3,None
conf/scia/2005,None
conf/vrst/2000,None
conf/fsen/2009,None
conf/lopstr/2010,None
conf/icse/2008ast,None
conf/vamos/2017,None
conf/kbse/2001,None
conf/ida/2010,None
conf/jtres/2010,None
conf/category/1988,None
conf/issac/1998,None
conf/uist/2011a,None
conf/wh/2010,None
conf/er/2015,None
conf/edoc/2011w,None
conf/cp/2014,None
conf/selfman/2006,None
conf/icse/2011tefse,None
conf/sfm/2006,None
conf/mass/2007,None
conf/icse/2013assure,None
conf/cicling/2008,None
conf/sui/2015,None
conf/s3/2008,None
conf/mig/2015,None
conf/imr/2006,None
conf/icwe/2015rmc,None
conf/birthday/2006wilhelm,None
conf/cikm/2013livinglab,None
conf/qi/2011,None
conf/ht/2010msmmuse,None
conf/huc/2014ap,None
conf/iui/2017,None
conf/ijcai/1995lp,None
conf/hipc/2007,None
conf/fase/2017,None
conf/iwcm/2004,None
conf/hpec/2012,None
conf/graphite/2006,None
conf/scam/2014,None
conf/mediaforensics/2015,None
conf/plpv/2009,None
conf/lightsec/2015,None
conf/icfp/2011wgp,None
conf/icse/2009sehc,None
conf/foiks/2000,None
conf/cost/2007,None
conf/cicling/2011-1,None
conf/tgc/2013,None
conf/pakdd/2011-1,None
conf/agiledc/2011,None
conf/fimh/2011,None
conf/ih/2012,None
conf/icdar/2013,None
conf/tepra/2013,None
conf/asap/2009,None
conf/kolicalling/2012,None
conf/tableaux/1999,None
conf/hvei/2003,None
conf/mmmacns/2003,None
conf/nordichi/2014,None
conf/dgci/2006,None
conf/animalci/2016,None
conf/hci/2014-24,None
conf/sigcse/2014,None
conf/um/2016,None
conf/emo/2015-1,None
conf/fpl/2003,None
conf/dis/2002,None
conf/aisc/2000,None
conf/wcre/2008,None
conf/incdm/2010,None
conf/isi/2005,None
conf/iwsec/2013,None
conf/icexss/2014,None
conf/soco/2010,None
conf/uiall/2002,None
conf/ijcai/1993em,None
conf/isca/2015hasp,None
conf/iros/2010,None
conf/sbp/2011,None
conf/wafr/2008,None
conf/acsac/1999,None
conf/sefm/2005,None
conf/trustbus/2010,None
conf/tamodia/2005,None
conf/iva/2014,None
conf/sde/1990,None
conf/oopsla/2006c,None
conf/scvma/2004,None
conf/wcre/2002,None
conf/damon/2016,None
conf/vr/2011,None
conf/storytelling/2005,None
conf/waoa/2008,None
conf/lcpc/2012,None
conf/mabs/2010,None
conf/hicss/2003,None
conf/ficloud/2014,None
conf/miua/2016,None
conf/hci/2009-14,None
conf/meta/1992,None
conf/doceng/2004,None
conf/siggraph/2005et,None
conf/wacv/2015,None
conf/waw/2014,None
conf/masa/2001,None
conf/crowncom/2008,None
conf/icaisc/2010-2,None
conf/hicss/2007,None
conf/dgci/2005,None
conf/cluster/2011,None
conf/paste/2008,None
conf/icdt/86,None
conf/ibm/1989,None
conf/coop/2014,None
conf/csfw/1995,None
conf/apf/2012,None
conf/ccl/1994,None
conf/acmicn/2015,None
conf/sws/2007,None
conf/ispd/2006,None
conf/cmcs/2012,None
conf/ant/2014,None
conf/chi/2013a,None
conf/icde/2012w,None
conf/sec/2010,None
conf/lctrts/2002,None
conf/icfem/2015,None
conf/rsctc/2006,None
conf/mum/2015,None
conf/euroitv/2008,None
conf/gir/2008,None
conf/algosensors/2007,None
conf/issre/1997,None
conf/dasfaa/2011-2,None
conf/wetice/2006,None
conf/icgi/2008,None
conf/cisda/2007,None
conf/aid/2002,None
conf/mm/2010sspw,None
conf/ogrs/2009,None
conf/ifl/2008,None
conf/islped/2012,None
conf/amast/1996,None
conf/latin/2010,None
conf/essos/2014,None
conf/mpc/2015,None
conf/ukmas/2002LNCS,None
conf/scn/2016,None
conf/eurospi/2013,None
conf/kolicalling/2015,None
conf/iui/1999,None
conf/smi/1999,None
conf/vamos/2015,None
conf/middleware/2005mgc,None
conf/nordsec/2014,None
conf/smile/2000,None
conf/sls/2009,None
conf/systor/2011,None
conf/sigal/1990,None
conf/limits/2017,None
conf/itqm/2013,None
conf/fpl/1996,None
conf/webi/2008,None
conf/cluster/2003,None
conf/socialcom/2013,None
conf/miccai/2016rambo,None
conf/ifip1-7/2011,None
conf/asm/2014,None
conf/riot/2015,None
conf/coordination/2002,None
conf/ciac/2006,None
conf/nspw/2005,None
conf/issac/1994,None
conf/rsctc/2008,None
conf/fc/2016,None
conf/hicons/2013,None
conf/sbmf/2010,None
conf/tma/2012,None
conf/bsn/2011,None
conf/acmidc/2016,None
conf/icics/2001,None
conf/ecal/2005,None
conf/ride/97,None
conf/adaEurope/2009,None
conf/icfca/2011,None
conf/icse/2010ast,None
conf/ifip13/2009,None
conf/rsfdgrc/2005-2,None
conf/pdp/2009,None
conf/iceccs/2007,None
conf/icse/2014c,None
conf/isola/2016-2,None
conf/uist/1989,None
conf/ices/2005,None
conf/ants/2012,None
conf/dawak/2003,None
conf/sefm/2013,None
conf/ismis/2009,None
conf/doceng/2009,None
conf/sagt/2013,None
conf/cosit/2015,None
conf/icdcs/1988,None
conf/vismath/1995,None
conf/chimit/2007,None
conf/vr/2001,None
conf/mdai/2005,None
conf/evoW/2013cop,None
conf/giscience/2014,None
conf/acsac/2001,None
conf/awoc/1988,None
conf/persuasive/2017,None
conf/humanoids/2011,None
conf/icst/2016,None
conf/icost/2008,None
conf/mdm/2005,None
conf/ifip5-10/1991,None
conf/iccvg/2010-1,None
conf/ncca/2011,None
conf/icsm/2007,None
conf/wg/1991,None
conf/dsom/2006,None
conf/iwpec/2012,None
conf/sp/1985,None
conf/saint/2006,None
conf/ppopp/1997,None
conf/waim/2010w,None
conf/ACMicec/2004,None
conf/dcoss/2009,None
conf/cases/2013,None
conf/emmcvpr/2013,None
conf/alp/1988,None
conf/mcu/2007,None
conf/eccv/2010w1,None
conf/eScience/2008,None
conf/arts/1997,None
conf/bdas/2014,None
conf/dial/2004,None
conf/sara/2000,None
conf/icvs/2006,None
conf/IEEEares/2007,None
conf/fossacs/2016,None
conf/ht/93,None
conf/iciss/2006,None
conf/msr/2017,None
conf/bigdata/2013,None
conf/icra/1996,None
conf/wise/2011,None
conf/europar/2005,None
conf/isaac/2006,None
conf/iccad/2014,None
conf/miccai/2017brainles,None
conf/aaecc/1988,None
conf/ACMicec/2008,None
conf/hri/2016,None
conf/cicling/2009,None
conf/chi/2014a,None
conf/hvei/1997,None
conf/iccsa/2013-1,None
conf/icmi/2016,None
conf/ics/1988,None
conf/iwmm/2014,None
conf/ispw/2007,None
conf/asplos/2008mspc,None
conf/cmcs/1999,None
conf/ewspt/1999,None
journals/corr/abs-1008-3147,None
conf/evoW/2016cop,None
conf/kgc/1993,None
conf/atal/2008oamas,None
conf/pts/2004,None
conf/asian/1996w,None
conf/sigmod/2015georich,None
journals/corr/abs-0912-2128,None
conf/desrist/2010ciao,None
conf/wecwis/2014-1,None
conf/mfps/1997,None
conf/icse/2015formalise,None
conf/gis/2014lbsn,None
conf/fm/1994,None
conf/compass/1992,None
conf/aosd/2007ea,None
conf/sigmod/2014danac,None
conf/ecows/2009wewst,None
conf/sigsoft/2007dosta,None
conf/issta/2014jamaica,None
conf/icse/2012raise,None
conf/icmi/2017mhfi,None
journals/corr/abs-1106-5962,None
conf/ifip/1998trec,None
conf/sipew/2009,None
conf/fm/1988,None
conf/evoW/2010a2,None
conf/icsm/2015mtd,None
conf/cpsweek/2016cyswater,None
conf/sc/2015e2sc,None
conf/lopstr/1992,None
conf/icse/2012gas,None
conf/podc/2017armscc,None
conf/dagstuhl/2006vision,None
conf/hipeac/2014cs,None
conf/soco/2011,None
conf/sc/2015pmbs,None
conf/edbt/2011lwdm,None
conf/vldb/2013ssw,None
conf/ACMicec/2006,None
journals/corr/abs-1002-2978,None
conf/mobicom/2011vanet,None
conf/haptics/2013,None
conf/asunam/2012,None
conf/ACMace/2006,None
conf/IEEEares/2006,None
conf/caise/2014bpmds,None
conf/wwca/1997,None
conf/jelia/1998,None
conf/hybrid/1998hns,None
conf/xpu/2004xpu,None
conf/vl/2010,None
conf/hybrid/1997,None
conf/ki/1998,None
conf/vrml/2014,None
conf/kmo/2014ltec,None
conf/icst/2011w,None
conf/ftp/1998,None
conf/wg/1987,None
conf/vrml/2005,None
conf/ispw/2008,None
conf/birthday/2004dahl,None
conf/wosp/2015,None
conf/mm/2010artemis,None
conf/icml/1991,None
conf/aina/2007w2,None
conf/mobicom/2010vanet,None
conf/bpm/2011w2,None
conf/icse/2013sehc,None
conf/cp/1995s,None
conf/sc/2014pmbs,None
conf/bncod/1992,None
conf/lopstr/1994,None
conf/kdd/2008sensor,None
conf/gis/2014iwgs,None
conf/iwmm/2016,None
conf/bpm/2015w,None
conf/spieSR/1999,None
conf/swarm/2010-1,None
conf/miccai/2011col,None
conf/psec/2009,None
conf/sensys/2011buildsys,None
conf/isaac/1993,None
conf/bertinoro/2005,None
conf/evoW/2012a,None
conf/egov/2014ifip,None
conf/hpdc/2015ross,None
conf/gis/2012cts,None
conf/wcre/2015,None
conf/supercomputer/2016,None
conf/birthday/2007bz,None
conf/icse/2008c,None
conf/dac/1991,None
journals/corr/LaneseLSV14,None
conf/lopstr/1998,None
journals/corr/BertrandT15,None
conf/icse/2013chase,None
conf/isaac/1995,None
journals/corr/abs-0910-1605,None
conf/er/2007w,None
conf/percom/2011w,None
conf/iccS/2010,None
conf/biotec/2010,None
conf/tapsoft/1985-2,None
conf/birthday/2004head,None
conf/lp/1985,None
conf/latin/1992,None
conf/irregular/1998,None
journals/corr/BertrandB14,None
conf/huc/2013aspi,None
conf/dialm/2012,None
conf/lctrts/2015,None
conf/ride/94,None
conf/evoW/2010bio,None
conf/miccai/2011stacom,None
conf/icse/2006wosq,None
conf/rodin/2006,None
conf/csl/1996,None
conf/IEEEares/2011,None
conf/cia/1997,None
conf/dagm/2014,None
conf/ecmdafa/2015,None
conf/sigcomm/2013srif,None
journals/corr/abs-1211-5873,None
conf/kdd/2014sna,None
conf/ant/2012,None
conf/types/1996,None
conf/ssiri/2012,None
conf/nada/1998,None
journals/corr/abs-1302-5798,None
conf/sigsoft/2013wea,None
conf/mm/2008cms,None
conf/dagstuhl/2008vr,None
conf/sigada/1992t-1,None
conf/icse/2014pesos,None
conf/lll/1999,None
journals/corr/AtleeG15,None
conf/ehealth/2016,None
conf/f-egc/2009sci,None
conf/mfcs/1988,None
conf/sersc-isa/2010,None
conf/IEEEscc/2008,None
conf/wdag/1991,None
conf/miccai/2014mlmi,None
conf/birthday/2015olderog,None
conf/birthday/2011paun,None
conf/sigmetrics/1995,None
conf/icfp/2003merlin,None
conf/gis/2014cts,None
conf/cikm/2007cims,None
conf/cikm/2008lsdsir,None
conf/scalespace/2011,None
conf/esorics/2011-7122,None
conf/icse/2010pesos,None
conf/aime/2013k,None
conf/isca/2014hasp,None
conf/lctrts/2006,None
conf/ki/1995,None
conf/wdag/2015,None
conf/parle/1991-2,None
conf/caise/1997,None
conf/irregular/1995,None
conf/esws/2014s,None
conf/aldt/2011,None
conf/re/2011relaw,None
conf/miccai/2015brainles,None
conf/wrla/2004,None
conf/mm/2013artemis,None
conf/iccl2/2012,None
conf/miccai/2010pci,None
journals/corr/abs-1001-5310,None
conf/mobisys/2017emdl,None
journals/corr/abs-1208-4301,None
conf/re/2015espre,None
conf/sigcomm/2015s2bid,None
journals/corr/abs-1108-1452,None
conf/apgv/2014,None
conf/issta/1989,None
conf/recomb/2008cg,None
conf/esorics/2010-5939,None
conf/dagstuhl/2008cm,None
conf/parle/1993,None
conf/ida/1997,None
conf/visualization/1993,None
conf/group/1993,None
conf/cases/2009wess,None
conf/ac/2002chd,None
conf/ewgdss/2015,None
conf/IEEEares/2010,None
conf/mobicom/2007wintech,None
conf/pldi/2013plas,None
journals/corr/KnightLLV15,None
conf/dimacs/dimacs45,None
conf/indiaSE/2011,None
conf/iwec/2008,None
conf/icmcs/1994,None
conf/mobihoc/2008fowanc,None
conf/er/2003w,None
conf/uc/2013,None
conf/vrml/2008,None
conf/huc/2013ap,None
conf/icse/2009ast,None
conf/IEEEares/2013,None
conf/cc/1994,None
conf/aldt/2013,None
conf/mammo/2006,None
journals/corr/RavaraS13,None
conf/evoW/2014cop,None
journals/corr/KiselyovG15,None
conf/birthday/2015gurevich,None
conf/gis/2012iwgs,None
conf/oopsla/2011onward,None
conf/icse/2010please,None
conf/cases/2013wess,None
conf/staf/2014vao,None
conf/dagstuhl/1998gp,None
conf/csl/1998,None
conf/alp/1994,None
conf/sigmetrics/1993,None
conf/wosp/2013hot,None
journals/corr/abs-1002-1408,None
conf/mammo/2010,None
conf/esorics/2014-8872,None
conf/sma/2009,None
conf/er/2006w,None
conf/atal/2012coin,None
conf/gis/2013iwgs,None
conf/sc/2016pmbs,None
conf/wdag/1993,None
conf/issac/1988,None
journals/corr/CoeckeHP14,None
conf/dimacs/dimacs2,None
conf/etaps/2014fps,None
conf/ant/2011,None
conf/semweb/2017-2,None
conf/icdm/2008w,None
conf/darpa/2009,None
conf/sc/2007hprcta,None
conf/wia/2000,None
conf/lctrts/2004,None
conf/gg/2017,None
conf/ecoop/2015plas,None
journals/corr/abs-1009-2189,None
journals/corr/abs-1101-4104,None
conf/ifip1-7/2009wits,None
conf/sigsoft/2007savcbs,None
conf/facs2/2011,None
conf/asunam/2014,None
conf/swat/1992,None
conf/ifip6-8/2003,None
conf/birthday/2004salomaa,None
conf/cikm/2008wicow,None
conf/aamas/2007,None
conf/wmte/2010,None
conf/mammo/2008,None
conf/kdd/2009vakd,None
conf/sigsoft/2015demobile,None
conf/icb/2014,None
conf/mm/2014immersiveme,None
conf/edbt/2008damap,None
conf/vl/2008,None
conf/icst/2013w,None
conf/plilp/1993,None
conf/ifip2/2007,None
conf/icmi/2014rfmir,None
conf/icse/2008wads,None
conf/dagstuhl/2001ptcs,None
conf/acom/2004,None
conf/seqlearn/2001,None
conf/nsf/2001,None
conf/stacs/1989,None
conf/sfp/2012,None
conf/iwec/2005,None
conf/um/2017,None
conf/cvpr/2017w,None
conf/re/2011reet,None
conf/ifip5-5/2013enterface,None
conf/esorics/2010-6514,None
conf/ics/2012futurehpc,None
conf/ht/2010msm,None
conf/gis/2010iwgs,None
conf/icse/2010chase,None
conf/mm/2008srmc,None
conf/birthday/2012quisquater,None
conf/www/2008c,None
conf/icse/2015bigdse,None
conf/cikm/2008onisw,None
conf/ac/1993tr,None
conf/er/2005w,None
conf/stacs/1985,None
conf/miccai/2011pci,None
conf/pldi/2017mapl,None
conf/drums/1998,None
conf/middleware/2016mota,None
conf/ifl/1996,None
conf/sigcomm/2013hotplanet,None
conf/ipps/2006,None
conf/iccS/2011,None
conf/wg/1993,None
conf/semco/2007,None
conf/sigcpr/2004,None
conf/RelMiCS/2003conf,None
conf/stacs/1988,None
conf/mfcs/1994,None
conf/evoW/2011a2,None
conf/mcmaster/1993,None
conf/ipps/2002,None
conf/csl/1989,None
conf/rex/1992,None
conf/iwlcs/2002,None
conf/pvm/2014,None
conf/vvs/1996,None
conf/icse/2015sescps,None
conf/sp/2016w,None
conf/scm/1995,None
conf/icse/2007seams,None
conf/mm/2007emme,None
conf/lomaps/1996,None
conf/isca/1987,None
conf/irregular/1996,None
conf/sfp/2014,None
conf/icse/2013cmsbse,None
conf/sc/2014hptcdl,None
conf/sigsoft/2015qudos,None
journals/corr/abs-1006-1937,None
conf/mswim/2008pm,None
conf/evoW/2016musart,None
conf/dagstuhl/2008nv,None
conf/ACMace/2008,None
conf/ssr/1995,None
conf/IEEEares/2008,None
journals/corr/NearyC13,None
conf/replication/2010,None
conf/mir/2016,None
conf/birthday/2010meyer,None
conf/aldt/2009,None
conf/birthday/2014futatsugi,None
conf/ifip1-7/2005,None
conf/birthday/2013vapnik,None
conf/visualization/1992,None
conf/focs/1996,None
journals/corr/YoshidaV13,None
conf/evoW/2012musart,None
conf/cikm/2013unlp,None
conf/ifip8-1/2013,None
conf/mmsys/2016movid,None
conf/mobihoc/2012mh,None
conf/mm/2010eimm,None
conf/hpdc/2007socp,None
conf/sc/2015ndm,None
conf/middleware/2007midsens,None
conf/lics/1998,None
conf/IEEEares/2013cd-w,None
conf/ih/2016,None
conf/mm/2008tvs,None
conf/facs2/2013,None
conf/scss/2011,None
conf/lctrts/2011,None
conf/vl/2009,None
conf/jsai/2001,None
conf/er/2009w,None
conf/wia/2004,None
conf/gis/2012geocrowd,None
conf/mkm/2016,None
conf/cikm/2012dubmmsm,None
conf/re/2014empire,None
conf/soco/2009,None
conf/dagstuhl/2005fed,None
conf/iccS/2012,None
conf/IEEEscc/2007,None
conf/vrml/2003,None
conf/tphol/1993,None
conf/dagstuhl/2015crowd,None
conf/mm/2014crowdmm,None
conf/re/2013empire,None
conf/gis/2013cts,None
conf/icsm/2016mtd,None
conf/middleware/2009mmpac,None
conf/ecoop/2011cop,None
conf/er/2004w,None
conf/ercimdl/2009,None
conf/icse/2005sess,None
conf/dagstuhl/2001robagents,None
conf/cisc/2008,None
conf/ssr/1997,None
conf/icra/2005ppsdr,None
journals/corr/abs-1009-3982,None
journals/corr/abs-1202-4535,None
conf/mobicom/2009chants,None
conf/sc/2009whpcf,None
conf/models/2012eessmod,None
journals/corr/abs-1010-5308,None
conf/icmi/2016mvar,None
conf/kgc/1997,None
conf/dimacs/dimacs30,None
conf/fgr/2015,None
conf/icdm/2006w,None
conf/vrml/2007,None
conf/isaac/1998,None
conf/iwec/2004,None
conf/swarm/2011-1,None
journals/corr/abs-1006-5107,None
conf/dimacs/dimacs56,None
conf/mm/2014sg,None
conf/ercimdl/2011,None
conf/mm/2007ms,None
conf/mm/2008hcc,None
conf/iccl2/2014,None
conf/interact/2009hciv,None
conf/eccv/2006wdv,None
conf/ngits/1999,None
conf/sac/1999,None
conf/antsw/2014,None
conf/dimacs/dimacs40,None
conf/birthday/2010gurevich,None
conf/icdcs/1995,None
conf/wia/2010,None
conf/sigada/2014,None
conf/semweb/2010ursw-lncs,None
conf/amining/2003,None
conf/evoW/2015cop,None
conf/IEEEscc/2011,None
conf/miccai/2010stacom,None
conf/mfcs/1986,None
conf/mobicom/2006wintech,None
conf/ctrs/1990,None
conf/wikis/2013,None
conf/ismis/1991,None
conf/ccs/2013sesp,None
conf/cikm/2013webkr,None
conf/ifip3/2010,None
journals/corr/abs-1202-4229,None
conf/wob/2010,None
conf/mobicom/2015hotwireless,None
conf/sigmod/2015danac,None
conf/mcm2/2013,None
conf/ecoop/2013pmde,None
conf/middleware/2016arm,None
conf/ecaiw/2008k4help,None
conf/gis/2014bigspatial,None
conf/mswim/2013hpmosys,None
conf/icse/2008shark,None
conf/mm/2016altmm,None
conf/apgv/2015,None
conf/sigcomm/2009presto,None
conf/atal/2009ala,None
conf/wg/1995,None
journals/corr/abs-1202-2407,None
conf/gis/2015bigspatial,None
journals/corr/LarsenLN13,None
conf/ccs/2016asiacpss,None
